1936,"An Introduction to the Wage Curve","Economics/Growth, Allocation and Distribution/Labor and Employment/Wages           "
1937,"Radical Political Economy and the Economics of Labor Markets","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Marxist/Political Economy Approach           "
1938,"Conservation Reconsidered","Economics/Economic Policy/Ecology and Natural Resources           "
1939,"Local Histories, Global Markets: Cocoa and Class in Upland Sulawesi","Economics/Development/Agrarian Economy and Society/Land Use and Tenure, Income and Equity           "
1940,"Change and Innovation in the Technology of Consumption","Economics/Globalization/Culture and Consumption           "
1941,"The Demand for Unobservable and Other Nonpositional Goods","Economics/WellBeing/Consumption and WellBeing           "
1942,"Frames of Reference and Quality of Life","Economics/WellBeing/Consumption and WellBeing           /           /Philosophy/WellBeing/Concepts of WellBeing/Quality of Life"
1943,"Welfare, Resources, and Capabilities: A Review of Inequality Reexamined by Amartya Sen","Economics/WellBeing/Wealth and Poverty           /           /Philosophy/WellBeing/Classics/Modern/           /Philosophy/Rights and Justice/Distributive Justice/Economic Structure and Distribution"
1944,"The Distorted Mirror: Reflections on the Unintended Consequences of Advertising","Economics/WellBeing/Consumption and WellBeing           "
1945,"Changing Consumption Patterns: The Transformation of Orange County Since World War II","Economics/WellBeing/Consumption and WellBeing           "
1946,"The World Bank and Poverty","Economics/Globalization/Globalization: Negative Development Impacts           /           /Political Science/International Relations/Global Treaties and Institutions/Multilateral Institutions and Treaties"
1947,"Urbanization and Health Care in Rural China","Economics/Development/Population and Quality of Life/Urbanization           "
1948,"Industrial Ecology: Reflections on a Colloquium","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Ecological/ Sustainability Approach           "
1949,"What Went Wrong? The Erosion of Relative Earnings and Employment Among Young Black Men in the 1980s","Economics/Economic Policy/Labor Markets           "
1950,"The Poverty of Affluence: New Alternatives","Economics/WellBeing/Consumption and WellBeing           "
1951,"Pathway to Sustainability: Natural Capitalism Offers our Best Hope for Achieving a Sustainable Future","Economics/Development/Ecology and Habitat           "
1952,"Allocation, Distribution and Scale as Determinants of Environmental Degradation: Case Studies of Haiti, El Salvador, and Costa Rica","Economics/Economic Policy/Environment/Theory and Policy Analysis           "
1953,"Business Unity, Business Power","Economics/Economic Policy/Market Formation and Regulation           "
1954,"Exiting the Squirrel Cage","Economics/WellBeing/Work           "
1955,"The Insidious Cycle of Work and Spend","Economics/WellBeing/Consumption and WellBeing           "
1956,"Complex Equality","Economics/WellBeing/Theory and Justice           /           /Philosophy/Rights and Justice/Distributive Justice/Economic Structure and Distribution"
1957,"Economy: The Political Foundations of Production and Exchange","Economics/Economic Policy/Market Formation and Regulation           "
1958,"The Information Panopticon","Economics/Growth, Allocation and Distribution/Industrial Relations/Production Systems           "
1959,"The Limits of Hierarchy in an Informated Organization","Economics/Growth, Allocation and Distribution/Industrial Relations/Production Systems           "
1960,"The Political Economy of Natural Resource Conflict in Lower Mekong Sub-region","Economics/Globalization/Globalization: Negative Development Impacts           "
1961,"Introduction to Fables of Abundance","Economics/Globalization/Culture and Consumption           "
1962,"The Domestic Production of Monies","Economics/WellBeing/The Economy and WellBeing           "
1963,"The Standard of Living and the Capacity to Save","Economics/Development/Development Theory and Critique/Approaches and Prerequisites           "
1964,"The Indicators Crisis","Economics/Growth, Allocation and Distribution/Theories and Methods/Economic Indicators           /           /Economics/Economics as a Social Science/Methods/Measurement  Application"
1965,"The Solution: A Better Scorecard and What the Scorecard Should Contain","Economics/Economic Policy/Institutions/Regulation/Deregulation           "
1966,"The Study of Consumption, Object Domains, Ideology, and Interests","Economics/WellBeing/Consumption and WellBeing           "
1967,"International Comparison of Wealth Inequality","Economics/Growth, Allocation and Distribution/Income Inequality           "
1968,"Distributive Justice, Welfare Economics, and the Theory of Fairness","Economics/WellBeing/The Economy and WellBeing           /           /Philosophy/Rights and Justice/Distributive Justice/Equality and Welfare"
1969,"A Framework for the Future: Human Scale Economics: The Challenges Ahead","Economics/Development/Community, Participation and Human Development           "
1970,"The Invisible Hand and Modern Welfare Economics","Economics/WellBeing/The Economy and WellBeing           "
1971,"Keynes' Economic Thought and the Theory of Consumer Behavior","Economics/Economics as a Social Science/Economic Ideas/Keynes and Keynesianism           "
1972,"Me and My Life","Economics/WellBeing/Theory and Justice           /           /Philosophy/WellBeing/Concepts of WellBeing/Quality of Life"
1973,"Social Exclusion: Towards an Analytical and Operational Framework","Economics/WellBeing/The Economy and WellBeing           "
1974,"Unhappiness and Unemployment","Economics/WellBeing/Wealth and Poverty           "
1975,"The “Skill-oriented” Strategies of German Trade Unions: Their Impact on Efficiency and Equality Objectives","Economics/Economic Policy/Labor Markets           "
1976,"Race and Gender Wage Gaps in the Market for Recent College Graduates","Economics/Growth, Allocation and Distribution/Economics of Discrimination           "
1977,"A Strategy for Labor","Economics/Growth, Allocation and Distribution/Industrial Relations/Labor Relations           "
1978,"Rethinking Employment","Economics/Growth, Allocation and Distribution/Labor and Employment/Theory and Practice           "
1979,"Gendered Poverty and Well-Being: Introduction","Economics/Globalization/Globalization and Women           "
1980,"Hegemony, Politics and Ideology: The Role of Legislation in NGO-Government Relations in Asia","Economics/Development/Institutions           /           /Political Science/International Relations/Globalization/Politics of Globalization"
1981,"Modern Consumerism and Imaginative Hedonism","Economics/WellBeing/Consumption and WellBeing           "
1982,"Toward an Exact Human Ecology","Economics/Economic Policy/Environment/Theory and Policy Analysis           "
1983,"Participation, Productivity, and the Firm's Environment","Economics/Growth, Allocation and Distribution/Industrial Relations/Production Systems           "
1984,"Progress on the Environmental Kuznets Curve?","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Ecological/ Sustainability Approach           "
1985,"Equality of Talent","Economics/WellBeing/Wealth and Poverty           /           /Philosophy/Rights and Justice/Distributive Justice/Equality and Welfare"
1986,"Social Unity and Primary Goods","Economics/WellBeing/Theory and Justice           /           /Philosophy/WellBeing/Justice and WellBeing"
1987,"Equal Opportunity or Equal Social Outcome?","Economics/WellBeing/The Economy and WellBeing           /           /Philosophy/Rights and Justice/Distributive Justice/Equality and Welfare"
1988,"The World's Forests: Problems and Potentials","Economics/Economic Policy/Ecology and Natural Resources           /           /Political Science/International Relations/Environmental Issues"
1989,"Technology and Changes in Skill Structure: Evidence from an International Panel of Industries","Economics/Growth, Allocation and Distribution/Technology and Technical Change/Impact on Labor           "
1990,"Barriers to the Formalization of Economic Activity and Marketing Solutions for Developing Economies","Economics/Development/Markets/Informal Economy           "
1991,"Policy Options for the North","Economics/Economic Policy/Development Policy           "
1992,"The American Paradox: High Income and High Child Poverty","Economics/Economic Policy/Poverty           "
1993,"What is Distinctive about Swedish Social Democratic Ideology?","Political Science/Political Theory and Philosophy/Ideology/Liberalism           "
1994,"Pictorial Prints and the Growth of Consumerism: Class and Cosmopolitanism in Early Modern Culture","Economics/Globalization/Culture and Consumption           "
1995,"Reserved Rationality and the Precautionary Principle: Technological Change, Time, and Uncertainty in Environmental Decision Making","Economics/Economic Policy/Environment/Markets           "
1996,"Natural Resource Scarcity and Economic Growth Revisited: Economic and Biophysical Perspectives","Economics/Economics as a Social Science/Theory vs. Reality           "
1997,"Correcting National Income for Environmental Losses: A Practical Solution for a Theoretical Dilemma","Economics/Economic Policy/Environment/Valuation           "
1998,"The Increasing Scarcity of Time","Economics/WellBeing/Consumption and WellBeing           "
1999,"The Emergence of Ecofeminist Political Economy","Economics/Development/Women and Children/Feminism and Organization           "
